# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-02-22 11:22:04 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15087700 INDIAN R AT SITKA AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15087700
#            TS   parameter     Description
#          1343       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	1343_00065	1343_00065_cd
USGS	15087700	2020-02-19 13:45	AKST	21.12	P
USGS	15087700	2020-02-19 14:00	AKST	21.11	P
USGS	15087700	2020-02-19 14:15	AKST	21.11	P
USGS	15087700	2020-02-19 14:30	AKST	21.11	P
USGS	15087700	2020-02-19 14:45	AKST	21.11	P
USGS	15087700	2020-02-19 15:00	AKST	21.11	P
USGS	15087700	2020-02-19 15:15	AKST	21.11	P
USGS	15087700	2020-02-19 15:30	AKST	21.10	P
USGS	15087700	2020-02-19 15:45	AKST	21.11	P
USGS	15087700	2020-02-19 16:00	AKST	21.11	P
USGS	15087700	2020-02-19 16:15	AKST	21.11	P
USGS	15087700	2020-02-19 16:30	AKST	21.11	P
USGS	15087700	2020-02-19 16:45	AKST	21.12	P
USGS	15087700	2020-02-19 17:00	AKST	21.11	P
USGS	15087700	2020-02-19 17:15	AKST	21.12	P
USGS	15087700	2020-02-19 17:30	AKST	21.12	P
USGS	15087700	2020-02-19 17:45	AKST	21.13	P
USGS	15087700	2020-02-19 18:00	AKST	21.12	P
USGS	15087700	2020-02-19 18:15	AKST	21.13	P
USGS	15087700	2020-02-19 18:30	AKST	21.13	P
USGS	15087700	2020-02-19 18:45	AKST	21.13	P
USGS	15087700	2020-02-19 19:00	AKST	21.13	P
USGS	15087700	2020-02-19 19:15	AKST	21.13	P
USGS	15087700	2020-02-19 19:30	AKST	21.14	P
USGS	15087700	2020-02-19 19:45	AKST	21.15	P
USGS	15087700	2020-02-19 20:00	AKST	21.13	P
USGS	15087700	2020-02-19 20:15	AKST	21.14	P
USGS	15087700	2020-02-19 20:30	AKST	21.15	P
USGS	15087700	2020-02-19 20:45	AKST	21.15	P
USGS	15087700	2020-02-19 21:00	AKST	21.15	P
USGS	15087700	2020-02-19 21:15	AKST	21.14	P
USGS	15087700	2020-02-19 21:30	AKST	21.14	P
USGS	15087700	2020-02-19 21:45	AKST	21.15	P
USGS	15087700	2020-02-19 22:00	AKST	21.15	P
USGS	15087700	2020-02-19 22:15	AKST	21.14	P
USGS	15087700	2020-02-19 22:30	AKST	21.14	P
USGS	15087700	2020-02-19 22:45	AKST	21.13	P
USGS	15087700	2020-02-19 23:00	AKST	21.13	P
USGS	15087700	2020-02-19 23:15	AKST	21.13	P
USGS	15087700	2020-02-19 23:30	AKST	21.13	P
USGS	15087700	2020-02-19 23:45	AKST	21.14	P
USGS	15087700	2020-02-20 00:00	AKST	21.13	P
USGS	15087700	2020-02-20 00:15	AKST	21.13	P
USGS	15087700	2020-02-20 00:30	AKST	21.13	P
USGS	15087700	2020-02-20 00:45	AKST	21.12	P
USGS	15087700	2020-02-20 01:00	AKST	21.12	P
USGS	15087700	2020-02-20 01:15	AKST	21.13	P
USGS	15087700	2020-02-20 01:30	AKST	21.13	P
USGS	15087700	2020-02-20 01:45	AKST	21.14	P
USGS	15087700	2020-02-20 02:00	AKST	21.13	P
USGS	15087700	2020-02-20 02:15	AKST	21.13	P
USGS	15087700	2020-02-20 02:30	AKST	21.13	P
USGS	15087700	2020-02-20 02:45	AKST	21.13	P
USGS	15087700	2020-02-20 03:00	AKST	21.13	P
USGS	15087700	2020-02-20 03:15	AKST	21.13	P
USGS	15087700	2020-02-20 03:30	AKST	21.13	P
USGS	15087700	2020-02-20 03:45	AKST	21.13	P
USGS	15087700	2020-02-20 04:00	AKST	21.13	P
USGS	15087700	2020-02-20 04:15	AKST	21.14	P
USGS	15087700	2020-02-20 04:30	AKST	21.14	P
USGS	15087700	2020-02-20 04:45	AKST	21.13	P
USGS	15087700	2020-02-20 05:00	AKST	21.13	P
USGS	15087700	2020-02-20 05:15	AKST	21.13	P
USGS	15087700	2020-02-20 05:30	AKST	21.13	P
USGS	15087700	2020-02-20 05:45	AKST	21.14	P
USGS	15087700	2020-02-20 06:00	AKST	21.12	P
USGS	15087700	2020-02-20 06:15	AKST	21.11	P
USGS	15087700	2020-02-20 06:30	AKST	21.12	P
USGS	15087700	2020-02-20 06:45	AKST	21.14	P
USGS	15087700	2020-02-20 07:00	AKST	21.12	P
USGS	15087700	2020-02-20 07:15	AKST	21.12	P
USGS	15087700	2020-02-20 07:30	AKST	21.12	P
USGS	15087700	2020-02-20 07:45	AKST	21.12	P
USGS	15087700	2020-02-20 08:00	AKST	21.13	P
USGS	15087700	2020-02-20 08:15	AKST	21.12	P
USGS	15087700	2020-02-20 08:30	AKST	21.13	P
USGS	15087700	2020-02-20 08:45	AKST	21.13	P
USGS	15087700	2020-02-20 09:00	AKST	21.14	P
USGS	15087700	2020-02-20 09:15	AKST	21.15	P
USGS	15087700	2020-02-20 09:30	AKST	21.16	P
USGS	15087700	2020-02-20 09:45	AKST	21.17	P
USGS	15087700	2020-02-20 10:00	AKST	21.19	P
USGS	15087700	2020-02-20 10:15	AKST	21.22	P
USGS	15087700	2020-02-20 10:30	AKST	21.24	P
USGS	15087700	2020-02-20 10:45	AKST	21.26	P
USGS	15087700	2020-02-20 11:00	AKST	21.26	P
USGS	15087700	2020-02-20 11:15	AKST	21.30	P
USGS	15087700	2020-02-20 11:30	AKST	21.34	P
USGS	15087700	2020-02-20 11:45	AKST	21.37	P
USGS	15087700	2020-02-20 12:00	AKST	21.42	P
USGS	15087700	2020-02-20 12:15	AKST	21.46	P
USGS	15087700	2020-02-20 12:30	AKST	21.50	P
USGS	15087700	2020-02-20 12:45	AKST	21.55	P
USGS	15087700	2020-02-20 13:00	AKST	21.60	P
USGS	15087700	2020-02-20 13:15	AKST	21.66	P
USGS	15087700	2020-02-20 13:30	AKST	21.70	P
USGS	15087700	2020-02-20 13:45	AKST	21.74	P
USGS	15087700	2020-02-20 14:00	AKST	21.78	P
USGS	15087700	2020-02-20 14:15	AKST	21.83	P
USGS	15087700	2020-02-20 14:30	AKST	21.85	P
USGS	15087700	2020-02-20 14:45	AKST	21.87	P
USGS	15087700	2020-02-20 15:00	AKST	21.88	P
USGS	15087700	2020-02-20 15:15	AKST	21.92	P
USGS	15087700	2020-02-20 15:30	AKST	21.89	P
USGS	15087700	2020-02-20 15:45	AKST	21.97	P
USGS	15087700	2020-02-20 16:00	AKST	22.01	P
USGS	15087700	2020-02-20 16:15	AKST	22.06	P
USGS	15087700	2020-02-20 16:30	AKST	22.07	P
USGS	15087700	2020-02-20 16:45	AKST	22.12	P
USGS	15087700	2020-02-20 17:00	AKST	22.15	P
USGS	15087700	2020-02-20 17:15	AKST	22.12	P
USGS	15087700	2020-02-20 17:30	AKST	22.17	P
USGS	15087700	2020-02-20 17:45	AKST	22.15	P
USGS	15087700	2020-02-20 18:00	AKST	22.18	P
USGS	15087700	2020-02-20 18:15	AKST	22.19	P
USGS	15087700	2020-02-20 18:30	AKST	22.16	P
USGS	15087700	2020-02-20 18:45	AKST	22.15	P
USGS	15087700	2020-02-20 19:00	AKST	22.10	P
USGS	15087700	2020-02-20 19:15	AKST	22.11	P
USGS	15087700	2020-02-20 19:30	AKST	22.07	P
USGS	15087700	2020-02-20 19:45	AKST	22.05	P
USGS	15087700	2020-02-20 20:00	AKST	22.01	P
USGS	15087700	2020-02-20 20:15	AKST	22.01	P
USGS	15087700	2020-02-20 20:30	AKST	21.92	P
USGS	15087700	2020-02-20 20:45	AKST	21.93	P
USGS	15087700	2020-02-20 21:00	AKST	21.89	P
USGS	15087700	2020-02-20 21:15	AKST	21.85	P
USGS	15087700	2020-02-20 21:30	AKST	21.82	P
USGS	15087700	2020-02-20 21:45	AKST	21.82	P
USGS	15087700	2020-02-20 22:00	AKST	21.79	P
USGS	15087700	2020-02-20 22:15	AKST	21.78	P
USGS	15087700	2020-02-20 22:30	AKST	21.74	P
USGS	15087700	2020-02-20 22:45	AKST	21.71	P
USGS	15087700	2020-02-20 23:00	AKST	21.70	P
USGS	15087700	2020-02-20 23:15	AKST	21.70	P
USGS	15087700	2020-02-20 23:30	AKST	21.67	P
USGS	15087700	2020-02-20 23:45	AKST	21.66	P
USGS	15087700	2020-02-21 00:00	AKST	21.64	P
USGS	15087700	2020-02-21 00:15	AKST	21.63	P
USGS	15087700	2020-02-21 00:30	AKST	21.62	P
USGS	15087700	2020-02-21 00:45	AKST	21.60	P
USGS	15087700	2020-02-21 01:00	AKST	21.58	P
USGS	15087700	2020-02-21 01:15	AKST	21.59	P
USGS	15087700	2020-02-21 01:30	AKST	21.57	P
USGS	15087700	2020-02-21 01:45	AKST	21.55	P
USGS	15087700	2020-02-21 02:00	AKST	21.54	P
USGS	15087700	2020-02-21 02:15	AKST	21.52	P
USGS	15087700	2020-02-21 02:30	AKST	21.51	P
USGS	15087700	2020-02-21 02:45	AKST	21.51	P
USGS	15087700	2020-02-21 03:00	AKST	21.49	P
USGS	15087700	2020-02-21 03:15	AKST	21.48	P
USGS	15087700	2020-02-21 03:30	AKST	21.48	P
USGS	15087700	2020-02-21 03:45	AKST	21.48	P
USGS	15087700	2020-02-21 04:00	AKST	21.46	P
USGS	15087700	2020-02-21 04:15	AKST	21.46	P
USGS	15087700	2020-02-21 04:30	AKST	21.45	P
USGS	15087700	2020-02-21 04:45	AKST	21.45	P
USGS	15087700	2020-02-21 05:00	AKST	21.42	P
USGS	15087700	2020-02-21 05:15	AKST	21.44	P
USGS	15087700	2020-02-21 05:30	AKST	21.44	P
USGS	15087700	2020-02-21 05:45	AKST	21.43	P
USGS	15087700	2020-02-21 06:00	AKST	21.43	P
USGS	15087700	2020-02-21 06:15	AKST	21.44	P
USGS	15087700	2020-02-21 06:30	AKST	21.42	P
USGS	15087700	2020-02-21 06:45	AKST	21.44	P
USGS	15087700	2020-02-21 07:00	AKST	21.45	P
USGS	15087700	2020-02-21 07:15	AKST	21.43	P
USGS	15087700	2020-02-21 07:30	AKST	21.43	P
USGS	15087700	2020-02-21 07:45	AKST	21.43	P
USGS	15087700	2020-02-21 08:00	AKST	21.45	P
USGS	15087700	2020-02-21 08:15	AKST	21.44	P
USGS	15087700	2020-02-21 08:30	AKST	21.45	P
USGS	15087700	2020-02-21 08:45	AKST	21.43	P
USGS	15087700	2020-02-21 09:00	AKST	21.43	P
USGS	15087700	2020-02-21 09:15	AKST	21.42	P
USGS	15087700	2020-02-21 09:30	AKST	21.43	P
USGS	15087700	2020-02-21 09:45	AKST	21.42	P
USGS	15087700	2020-02-21 10:00	AKST	21.42	P
USGS	15087700	2020-02-21 10:15	AKST	21.42	P
USGS	15087700	2020-02-21 10:30	AKST	21.41	P
USGS	15087700	2020-02-21 10:45	AKST	21.41	P
USGS	15087700	2020-02-21 11:00	AKST	21.41	P
USGS	15087700	2020-02-21 11:15	AKST	21.38	P
USGS	15087700	2020-02-21 11:30	AKST	21.39	P
USGS	15087700	2020-02-21 11:45	AKST	21.39	P
USGS	15087700	2020-02-21 12:00	AKST	21.36	P
USGS	15087700	2020-02-21 12:15	AKST	21.37	P
USGS	15087700	2020-02-21 12:30	AKST	21.36	P
USGS	15087700	2020-02-21 12:45	AKST	21.34	P
USGS	15087700	2020-02-21 13:00	AKST	21.34	P
USGS	15087700	2020-02-21 13:15	AKST	21.35	P
USGS	15087700	2020-02-21 13:30	AKST	21.34	P
USGS	15087700	2020-02-21 13:45	AKST	21.35	P
USGS	15087700	2020-02-21 14:00	AKST	21.33	P
USGS	15087700	2020-02-21 14:15	AKST	21.32	P
USGS	15087700	2020-02-21 14:30	AKST	21.31	P
USGS	15087700	2020-02-21 14:45	AKST	21.32	P
USGS	15087700	2020-02-21 15:00	AKST	21.31	P
USGS	15087700	2020-02-21 15:15	AKST	21.31	P
USGS	15087700	2020-02-21 15:30	AKST	21.30	P
USGS	15087700	2020-02-21 15:45	AKST	21.29	P
USGS	15087700	2020-02-21 16:00	AKST	21.28	P
USGS	15087700	2020-02-21 16:15	AKST	21.28	P
USGS	15087700	2020-02-21 16:30	AKST	21.27	P
USGS	15087700	2020-02-21 16:45	AKST	21.28	P
USGS	15087700	2020-02-21 17:00	AKST	21.26	P
USGS	15087700	2020-02-21 17:15	AKST	21.26	P
USGS	15087700	2020-02-21 17:30	AKST	21.26	P
USGS	15087700	2020-02-21 17:45	AKST	21.26	P
USGS	15087700	2020-02-21 18:00	AKST	21.25	P
USGS	15087700	2020-02-21 18:15	AKST	21.24	P
USGS	15087700	2020-02-21 18:30	AKST	21.23	P
USGS	15087700	2020-02-21 18:45	AKST	21.23	P
USGS	15087700	2020-02-21 19:00	AKST	21.23	P
USGS	15087700	2020-02-21 19:15	AKST	21.21	P
USGS	15087700	2020-02-21 19:30	AKST	21.23	P
USGS	15087700	2020-02-21 19:45	AKST	21.22	P
USGS	15087700	2020-02-21 20:00	AKST	21.20	P
USGS	15087700	2020-02-21 20:15	AKST	21.20	P
USGS	15087700	2020-02-21 20:30	AKST	21.19	P
USGS	15087700	2020-02-21 20:45	AKST	21.18	P
USGS	15087700	2020-02-21 21:00	AKST	21.18	P
USGS	15087700	2020-02-21 21:15	AKST	21.18	P
USGS	15087700	2020-02-21 21:30	AKST	21.16	P
USGS	15087700	2020-02-21 21:45	AKST	21.16	P
USGS	15087700	2020-02-21 22:00	AKST	21.16	P
USGS	15087700	2020-02-21 22:15	AKST	21.16	P
USGS	15087700	2020-02-21 22:30	AKST	21.16	P
USGS	15087700	2020-02-21 22:45	AKST	21.15	P
USGS	15087700	2020-02-21 23:00	AKST	21.14	P
USGS	15087700	2020-02-21 23:15	AKST	21.15	P
USGS	15087700	2020-02-21 23:30	AKST	21.15	P
USGS	15087700	2020-02-21 23:45	AKST	21.13	P
USGS	15087700	2020-02-22 00:00	AKST	21.13	P
USGS	15087700	2020-02-22 00:15	AKST	21.13	P
USGS	15087700	2020-02-22 00:30	AKST	21.13	P
USGS	15087700	2020-02-22 00:45	AKST	21.13	P
USGS	15087700	2020-02-22 01:00	AKST	21.13	P
USGS	15087700	2020-02-22 01:15	AKST	21.12	P
USGS	15087700	2020-02-22 01:30	AKST	21.12	P
USGS	15087700	2020-02-22 01:45	AKST	21.13	P
USGS	15087700	2020-02-22 02:00	AKST	21.12	P
USGS	15087700	2020-02-22 02:15	AKST	21.11	P
USGS	15087700	2020-02-22 02:30	AKST	21.11	P
USGS	15087700	2020-02-22 02:45	AKST	21.11	P
USGS	15087700	2020-02-22 03:00	AKST	21.11	P
USGS	15087700	2020-02-22 03:15	AKST	21.10	P
USGS	15087700	2020-02-22 03:30	AKST	21.09	P
USGS	15087700	2020-02-22 03:45	AKST	21.08	P
USGS	15087700	2020-02-22 04:00	AKST	21.07	P
USGS	15087700	2020-02-22 04:15	AKST	21.08	P
USGS	15087700	2020-02-22 04:30	AKST	21.08	P
USGS	15087700	2020-02-22 04:45	AKST	21.07	P
USGS	15087700	2020-02-22 05:00	AKST	21.08	P
USGS	15087700	2020-02-22 05:15	AKST	21.07	P
USGS	15087700	2020-02-22 05:30	AKST	21.08	P
USGS	15087700	2020-02-22 05:45	AKST	21.08	P
USGS	15087700	2020-02-22 06:00	AKST	21.07	P
USGS	15087700	2020-02-22 06:15	AKST	21.07	P
USGS	15087700	2020-02-22 06:30	AKST	21.06	P
USGS	15087700	2020-02-22 06:45	AKST	21.06	P
USGS	15087700	2020-02-22 07:00	AKST	21.05	P
